id_sensor,avenida,barrio,timestamp,vehiculos,velocidad_promedio,nivel_congestion,latitud,longitud
9276,Santa Fe,Almagro,2026-05-24 01:54:43.114330,97,19.07,Bajo,-34.6088486107824,-58.4236488145772
7389,Belgrano,Puerto Madero,2026-05-24 01:56:43.114330,998,39.05,Alto,-34.61360590427993,-58.36145668069585
6804,Juan B. Justo,Recoleta,2026-05-24 01:58:43.114330,619,40.82,Medio,-34.59381721630974,-58.39991822358872
3922,Corrientes,Microcentro,2026-05-24 02:00:43.114330,103,35.28,Bajo,-34.5988339884928,-58.37794457661585
8008,Paseo Colon,Puerto Madero,2026-05-24 02:02:43.114330,439,23.64,Medio,-34.608892825258415,-58.36209915321313
9221,Corrientes,Flores,2026-05-24 02:04:43.114330,131,39.07,Bajo,-34.63201706070041,-58.457558491020954
1714,Belgrano,Flores,2026-05-24 02:06:43.114330,700,10.99,Medio,-34.62869263135216,-58.456277456363615
4305,Santa Fe,Microcentro,2026-05-24 02:08:43.114330,291,55.33,Bajo,-34.60599568455544,-58.381293989476106
5363,Juan B. Justo,Gral. San Martín,2026-05-24 02:10:43.114330,333,27.49,Bajo,34.346090218914206,58.31990525865263
5157,Juan B. Justo,Recoleta,2026-05-24 02:12:43.114330,1113,41.51,Alto,-34.59079603991153,-58.39735741278758
2276,25 de Mayo,Puerto Madero,2026-05-24 02:14:43.114330,1180,29.52,Alto,-34.6116436920392,-58.36591373537783
2017,Corrientes,Puerto Madero,2026-05-24 02:16:43.114330,854,65.84,Medio,-34.61042142975176,-58.368266290508124
7712,Callao,Palermo,2026-05-24 02:18:43.114330,907,64.33,Alto,-34.585963999013536,-58.42979215704163
9623,Cabildo,Puerto Madero,2026-05-24 02:20:43.114330,362,36.25,Bajo,-34.610683219087726,-58.36815880198997
2744,Cabildo,Constitucion,2026-05-24 02:22:43.114330,556,59.37,Medio,-34.62677258265693,-58.37752820847428
3260,Paseo Colon,Belgrano,2026-05-24 02:24:43.114330,945,39.3,Alto,-34.56556325495762,-58.45190528492092
9914,Santa Fe,Retiro,2026-05-24 02:26:43.114330,1453,35.81,Alto,-34.59116627487974,-58.37294497444925
8567,Juan B. Justo,Caballito,2026-05-24 02:28:43.114330,1377,68.88,Alto,-34.618020560914594,-58.44618995963646
1947,9 de Julio,Gral. San Martín,2026-05-24 02:30:43.114330,255,21.52,Bajo,34.34822608853832,58.31690385134501
3098,Cabildo,Belgrano,2026-05-24 02:32:43.114330,939,51.95,Alto,-34.56506971527108,-58.460918738224805
4673,9 de Julio,Puerto Madero,2026-05-24 02:34:43.114330,246,18.93,Bajo,-34.61510992076917,-58.363394182625974
6187,Paseo Colon,Gral. San Martín,2026-05-24 02:36:43.114330,490,61.14,Medio,34.34718766763605,58.31933701620862
9033,Belgrano,Palermo,2026-05-24 02:38:43.114330,1123,30.09,Alto,-34.587873469241615,-58.433575643963735
3045,Cabildo,Gral. San Martín,2026-05-24 02:40:43.114330,1384,15.31,Alto,34.34258459183544,58.32475112511195
4947,Santa Fe,Microcentro,2026-05-24 02:42:43.114330,261,21.71,Bajo,-34.60346045347139,-58.37986163430283
6215,25 de Mayo,Almagro,2026-05-24 02:44:43.114330,756,45.51,Medio,-34.6119045170321,-58.42045418884267
3352,Belgrano,Belgrano,2026-05-24 02:46:43.114330,179,64.76,Bajo,-34.563202070145216,-58.46012258978041
4533,Corrientes,Puerto Madero,2026-05-24 02:48:43.114330,1478,62.61,Alto,-34.614988740067446,-58.36321238844146
9232,Cabildo,Flores,2026-05-24 02:50:43.114330,1212,37.32,Alto,-34.62514732539788,-58.45853534472101
2607,9 de Julio,Puerto Madero,2026-05-24 02:52:43.114330,1121,43.54,Alto,-34.60916988837817,-58.368444217838736
8899,25 de Mayo,Palermo,2026-05-24 02:54:43.114330,1442,58.91,Alto,-34.59135350854534,-58.42985808770876
3678,Libertador,Caballito,2026-05-24 02:56:43.114330,1243,15.97,Alto,-34.61773232175265,-58.44083116822265
7443,Callao,Belgrano,2026-05-24 02:58:43.114330,998,53.62,Alto,-34.557443353369095,-58.461165539098914
9464,Callao,Retiro,2026-05-24 03:00:43.114330,827,61.78,Medio,-34.59632858094654,-58.36988574408627
6651,9 de Julio,Belgrano,2026-05-24 03:02:43.114330,945,28.0,Alto,-34.55743273436393,-58.457598462079524
1521,Belgrano,Puerto Madero,2026-05-24 03:04:43.114330,1072,25.51,Alto,-34.614671860462266,-58.367599496990195
7041,Santa Fe,Belgrano,2026-05-24 03:06:43.114330,1338,44.34,Alto,-34.55802559426647,-58.45193475134756
9657,Juan B. Justo,Recoleta,2026-05-24 03:08:43.114330,558,48.42,Medio,-34.59006577289052,-58.398808030497726
7636,Cabildo,Puerto Madero,2026-05-24 03:10:43.114330,498,11.71,Medio,-34.612186261486656,-58.36795875239362
9826,Libertador,Caballito,2026-05-24 03:12:43.114330,326,48.66,Bajo,-34.61545906470719,-58.44640193900587
7366,Callao,Retiro,2026-05-24 03:14:43.114330,520,50.68,Medio,-34.58818459062104,-58.37322156292293
1646,Libertador,Almagro,2026-05-24 03:16:43.114330,880,42.94,Medio,-34.606511853040786,-58.41855604949232
4208,Callao,Caballito,2026-05-24 03:18:43.114330,801,52.38,Medio,-34.617840260072335,-58.446062338082946
7079,9 de Julio,Palermo,2026-05-24 03:20:43.114330,634,34.81,Medio,-34.58283549834626,-58.43386394944105
5654,Santa Fe,Caballito,2026-05-24 03:22:43.114330,759,56.61,Medio,-34.61599908039601,-58.43740254941334
5552,Juan B. Justo,Gral. San Martín,2026-05-24 03:24:43.114330,296,63.11,Bajo,34.34645012970389,58.32653841344697
4624,Cabildo,Recoleta,2026-05-24 03:26:43.114330,523,12.4,Medio,-34.592619823594596,-58.39609466102161
9537,Libertador,Almagro,2026-05-24 03:28:43.114330,393,68.45,Bajo,-34.61031509691651,-58.41768271497654
7641,Juan B. Justo,Microcentro,2026-05-24 03:30:43.114330,880,22.67,Medio,-34.59933083812476,-58.38252527377709
3359,Cabildo,Microcentro,2026-05-24 03:32:43.114330,396,37.71,Bajo,-34.604648531082475,-58.37921484570791
8378,Cabildo,Belgrano,2026-05-24 03:34:43.114330,1454,61.09,Alto,-34.55903045750661,-58.45134470795868
9523,Rivadavia,Almagro,2026-05-24 03:36:43.114330,297,66.61,Bajo,-34.607711939329256,-58.41926841293262
9277,Paseo Colon,Microcentro,2026-05-24 03:38:43.114330,160,42.69,Bajo,-34.60561444095244,-58.37689822951507
6319,Belgrano,Almagro,2026-05-24 03:40:43.114330,1111,47.22,Alto,-34.610740201643154,-58.42302577751492
5105,Juan B. Justo,Gral. San Martín,2026-05-24 03:42:43.114330,1312,62.52,Alto,34.34574078824823,58.31900274816991
6307,Cabildo,Palermo,2026-05-24 03:44:43.114330,1376,36.45,Alto,-34.59002504888756,-58.43012388665777
9827,Cabildo,Gral. San Martín,2026-05-24 03:46:43.114330,873,51.34,Medio,34.34007929717883,58.32023118334973
8778,Rivadavia,Caballito,2026-05-24 03:48:43.114330,1286,18.9,Alto,-34.6155195242355,-58.443336366301125
3443,Callao,Retiro,2026-05-24 03:50:43.114330,1152,21.89,Alto,-34.590632993335504,-58.37267516212903
8820,Libertador,Puerto Madero,2026-05-24 03:52:43.114330,632,25.49,Medio,-34.612152223102775,-58.35908438906691
6674,Corrientes,Puerto Madero,2026-05-24 03:54:43.114330,1019,12.46,Alto,-34.615641614733356,-58.36698723634559
8072,Cabildo,Microcentro,2026-05-24 03:56:43.114330,753,62.63,Medio,-34.60827276011068,-58.37988625226993
3079,Belgrano,Almagro,2026-05-24 03:58:43.114330,1349,51.7,Alto,-34.60738807922484,-58.42076669805434
1114,25 de Mayo,Caballito,2026-05-24 04:00:43.114330,815,41.7,Medio,-34.6178246775958,-58.43830556191603
6766,Libertador,Palermo,2026-05-24 04:02:43.114330,254,65.37,Bajo,-34.58863461034219,-58.426867171407224
5592,Libertador,Almagro,2026-05-24 04:04:43.114330,943,20.26,Alto,-34.61443963934817,-58.4230078789549
2642,Corrientes,Microcentro,2026-05-24 04:06:43.114330,220,13.34,Bajo,-34.6064854993202,-58.38290476563169
9342,Juan B. Justo,Almagro,2026-05-24 04:08:43.114330,974,47.54,Alto,-34.61066296678332,-58.41569767873933
7866,Corrientes,Constitucion,2026-05-24 04:10:43.114330,1053,54.34,Alto,-34.623768981253725,-58.38652432055027
2377,25 de Mayo,Almagro,2026-05-24 04:12:43.114330,422,58.33,Medio,-34.608217086895934,-58.42261379941441
2547,Juan B. Justo,Gral. San Martín,2026-05-24 04:14:43.114330,837,32.73,Medio,34.344398438440656,58.326126185934804
2284,Belgrano,Almagro,2026-05-24 04:16:43.114330,127,13.55,Bajo,-34.60716324407004,-58.42247397392166
3341,Rivadavia,Retiro,2026-05-24 04:18:43.114330,1359,25.77,Alto,-34.58781833047444,-58.37905432761192
4749,Belgrano,Belgrano,2026-05-24 04:20:43.114330,1019,23.38,Alto,-34.56360856844494,-58.458964287010645
7275,9 de Julio,Belgrano,2026-05-24 04:22:43.114330,1217,28.42,Alto,-34.55846640817595,-58.451542172252424
1143,9 de Julio,Caballito,2026-05-24 04:24:43.114330,1272,69.66,Alto,-34.6171749863618,-58.446656389810656
8870,9 de Julio,Almagro,2026-05-24 04:26:43.114330,1145,63.42,Alto,-34.61287077320607,-58.41552763350903
9321,Santa Fe,Flores,2026-05-24 04:28:43.114330,1268,10.53,Alto,-34.625171923307576,-58.4639306795843
7908,Santa Fe,Caballito,2026-05-24 04:30:43.114330,1387,46.25,Alto,-34.616276523443204,-58.43941327074824
1571,Libertador,Retiro,2026-05-24 04:32:43.114330,73,21.44,Bajo,-34.58699334090464,-58.37331221641135
3731,Paseo Colon,Recoleta,2026-05-24 04:34:43.114330,749,45.1,Medio,-34.587199077500834,-58.39332049978682
5463,Rivadavia,Puerto Madero,2026-05-24 04:36:43.114330,818,11.79,Medio,-34.61653479776967,-58.36551795054367
2088,Rivadavia,Flores,2026-05-24 04:38:43.114330,1051,52.39,Alto,-34.63218223827139,-58.4642811732813
5023,Paseo Colon,Caballito,2026-05-24 04:40:43.114330,609,32.53,Medio,-34.62020885600415,-58.43833492230854
8780,Santa Fe,Constitucion,2026-05-24 04:42:43.114330,929,10.51,Alto,-34.62989305009751,-58.37870571621368
6274,Belgrano,Gral. San Martín,2026-05-24 04:44:43.114330,1236,61.89,Alto,34.348734285460175,58.31752548831392
3682,Rivadavia,Belgrano,2026-05-24 04:46:43.114330,177,64.62,Bajo,-34.564137349843726,-58.45466924127737
6769,Corrientes,Belgrano,2026-05-24 04:48:43.114330,304,43.88,Bajo,-34.5592620927536,-58.45489438121712
4732,Belgrano,Puerto Madero,2026-05-24 04:50:43.114330,873,39.58,Medio,-34.61097177247465,-58.36823621269036
8134,Cabildo,Constitucion,2026-05-24 04:52:43.114330,1275,25.62,Alto,-34.624312397320075,-58.37879065097418
1674,Rivadavia,Recoleta,2026-05-24 04:54:43.114330,758,46.61,Medio,-34.58878820635975,-58.39745074977187
7301,9 de Julio,Microcentro,2026-05-24 04:56:43.114330,113,32.61,Bajo,-34.60286091091427,-58.38583069579632
1080,Paseo Colon,Almagro,2026-05-24 04:58:43.114330,781,63.01,Medio,-34.60840133538918,-58.42032962752368
8358,Libertador,Almagro,2026-05-24 05:00:43.114330,668,57.5,Medio,-34.608774669893585,-58.418355057289766
4939,Corrientes,Gral. San Martín,2026-05-24 05:02:43.114330,1218,37.36,Alto,34.34821234393025,58.32378687356002
7266,Rivadavia,Almagro,2026-05-24 05:04:43.114330,733,39.67,Medio,-34.60969614983743,-58.4190492304082
3712,Cabildo,Constitucion,2026-05-24 05:06:43.114330,372,24.6,Bajo,-34.62426640641577,-58.38356026111238
9334,Belgrano,Puerto Madero,2026-05-24 05:08:43.114330,1299,55.61,Alto,-34.614424062139726,-58.36316657549791
1511,25 de Mayo,Palermo,2026-05-24 05:10:43.114330,1363,20.02,Alto,-34.589845353283614,-58.433117374683796
8961,Rivadavia,Microcentro,2026-05-24 05:12:43.114330,608,18.09,Medio,-34.60244285982176,-58.37883028103356
5684,Cabildo,Constitucion,2026-05-24 05:14:43.114330,351,26.77,Bajo,-34.63102280103732,-58.38307933362963
9387,Cabildo,Almagro,2026-05-24 05:16:43.114330,1205,26.9,Alto,-34.61227984233379,-58.420932695391265
7831,Santa Fe,Palermo,2026-05-24 05:18:43.114330,1499,58.66,Alto,-34.589810986855746,-58.43468185511948
6641,Juan B. Justo,Recoleta,2026-05-24 05:20:43.114330,792,30.76,Medio,-34.593837565150785,-58.39489771739945
4183,25 de Mayo,Puerto Madero,2026-05-24 05:22:43.114330,637,21.81,Medio,-34.61148376721148,-58.36822421905856
6891,Juan B. Justo,Almagro,2026-05-24 05:24:43.114330,237,28.7,Bajo,-34.607578012540195,-58.42332105934006
2033,Belgrano,Almagro,2026-05-24 05:26:43.114330,1216,50.21,Alto,-34.6073808948364,-58.41522424665225
4937,25 de Mayo,Recoleta,2026-05-24 05:28:43.114330,81,19.36,Bajo,-34.59375794843115,-58.39404677835565
5284,Belgrano,Gral. San Martín,2026-05-24 05:30:43.114330,875,45.89,Medio,34.345306894953985,58.31854851326085
3227,Corrientes,Microcentro,2026-05-24 05:32:43.114330,1355,48.05,Alto,-34.59949734127868,-58.38013133174937
9605,Juan B. Justo,Microcentro,2026-05-24 05:34:43.114330,1091,55.46,Alto,-34.604641867032385,-58.378225081424084
3077,9 de Julio,Puerto Madero,2026-05-24 05:36:43.114330,742,62.48,Medio,-34.611179820111495,-58.364898805351224
4671,Belgrano,Belgrano,2026-05-24 05:38:43.114330,178,43.98,Bajo,-34.560858843661755,-58.451730076574655
9892,25 de Mayo,Belgrano,2026-05-24 05:40:43.114330,202,40.27,Bajo,-34.55867262251267,-58.46121423772756
8569,Rivadavia,Almagro,2026-05-24 05:42:43.114330,876,34.11,Medio,-34.61293582503862,-58.418106914123754
4402,Belgrano,Belgrano,2026-05-24 05:44:43.114330,509,21.67,Medio,-34.562833293339914,-58.452427612604254
3408,9 de Julio,Almagro,2026-05-24 05:46:43.114330,628,48.22,Medio,-34.61094111739348,-58.42450323153279
3569,Santa Fe,Recoleta,2026-05-24 05:48:43.114330,494,66.15,Medio,-34.59003168988741,-58.396159961982725
1711,Corrientes,Constitucion,2026-05-24 05:50:43.114330,846,17.35,Medio,-34.629511823443735,-58.383571576369725
2648,Juan B. Justo,Puerto Madero,2026-05-24 05:52:43.114330,371,21.27,Bajo,-34.615654568320075,-58.36117514637196
6664,Cabildo,Microcentro,2026-05-24 05:54:43.114330,1466,47.92,Alto,-34.60028295390408,-58.38571775051224
2434,Cabildo,Palermo,2026-05-24 05:56:43.114330,597,26.67,Medio,-34.59038462446792,-58.42813140974515
9961,Rivadavia,Gral. San Martín,2026-05-24 05:58:43.114330,388,29.45,Bajo,34.34097908239498,58.31985834918837
4624,Belgrano,Belgrano,2026-05-24 06:00:43.114330,1268,13.27,Alto,-34.56273536651781,-58.46012075349449
7570,Libertador,Flores,2026-05-24 06:02:43.114330,607,43.57,Medio,-34.63407547119995,-58.455104982630985
8930,Paseo Colon,Constitucion,2026-05-24 06:04:43.114330,714,63.0,Medio,-34.625596801884534,-58.38224890680785
6172,Libertador,Caballito,2026-05-24 06:06:43.114330,305,25.08,Bajo,-34.61529581810405,-58.43823680804317
9480,Corrientes,Microcentro,2026-05-24 06:08:43.114330,1446,22.5,Alto,-34.608562784317755,-58.379574456884676
4962,Paseo Colon,Puerto Madero,2026-05-24 06:10:43.114330,1425,33.44,Alto,-34.61415728555813,-58.36313418402766
6126,Paseo Colon,Microcentro,2026-05-24 06:12:43.114330,593,24.41,Medio,-34.60597450792952,-58.38258409314317
7524,Juan B. Justo,Recoleta,2026-05-24 06:14:43.114330,828,64.29,Medio,-34.58774939724276,-58.39410241792002
1959,Belgrano,Belgrano,2026-05-24 06:16:43.114330,1310,52.04,Alto,-34.565246180121214,-58.45777684545317
3279,Rivadavia,Retiro,2026-05-24 06:18:43.114330,92,26.67,Bajo,-34.59359504111392,-58.377795124970014
3420,Corrientes,Retiro,2026-05-24 06:20:43.114330,452,54.97,Medio,-34.588776212790634,-58.37458584618677
6072,Libertador,Constitucion,2026-05-24 06:22:43.114330,396,29.59,Bajo,-34.62760514346519,-58.386329320963654
9166,Paseo Colon,Retiro,2026-05-24 06:24:43.114330,876,60.3,Medio,-34.5961237029454,-58.373152695261005
4225,Santa Fe,Almagro,2026-05-24 06:26:43.114330,293,32.03,Bajo,-34.60964811188814,-58.420939423411376
3000,Corrientes,Flores,2026-05-24 06:28:43.114330,875,14.37,Medio,-34.62900264915288,-58.459897126355706
5568,Callao,Caballito,2026-05-24 06:30:43.114330,648,54.72,Medio,-34.61621816834232,-58.43798489515715
7595,Belgrano,Constitucion,2026-05-24 06:32:43.114330,1049,65.27,Alto,-34.6257500724845,-58.37818450522409
1700,Belgrano,Gral. San Martín,2026-05-24 06:34:43.114330,1389,68.16,Alto,34.34279351090547,58.31979160926176
1706,25 de Mayo,Caballito,2026-05-24 06:36:43.114330,778,36.69,Medio,-34.614326048480365,-58.44315863515147
3111,Libertador,Caballito,2026-05-24 06:38:43.114330,708,22.66,Medio,-34.61677111524625,-58.43995210808938
4615,Santa Fe,Retiro,2026-05-24 06:40:43.114330,171,34.59,Bajo,-34.588994671728145,-58.37698229692012
7104,Rivadavia,Flores,2026-05-24 06:42:43.114330,1174,60.48,Alto,-34.62750789850275,-58.46156781752073
6852,9 de Julio,Palermo,2026-05-24 06:44:43.114330,1135,59.53,Alto,-34.59045569257277,-58.431892181284944
2267,25 de Mayo,Puerto Madero,2026-05-24 06:46:43.114330,1495,25.31,Alto,-34.611178037651584,-58.361250708539565
8432,Juan B. Justo,Gral. San Martín,2026-05-24 06:48:43.114330,310,35.08,Bajo,34.34818436971723,58.322639467681235
9048,Libertador,Constitucion,2026-05-24 06:50:43.114330,415,17.09,Medio,-34.631477676410675,-58.381689596276054
6513,Corrientes,Almagro,2026-05-24 06:52:43.114330,1013,17.97,Alto,-34.60536011704611,-58.42297662439803
1758,9 de Julio,Caballito,2026-05-24 06:54:43.114330,1429,45.52,Alto,-34.621551127365066,-58.437997342543724
8370,Libertador,Puerto Madero,2026-05-24 06:56:43.114330,701,61.01,Medio,-34.616354348827144,-58.36331519857873
3228,Rivadavia,Almagro,2026-05-24 06:58:43.114330,643,30.75,Medio,-34.61201016553632,-58.41612313772976
1790,Juan B. Justo,Caballito,2026-05-24 07:00:43.114330,65,37.12,Bajo,-34.62190592402526,-58.44149599029708
5373,Santa Fe,Palermo,2026-05-24 07:02:43.114330,858,40.25,Medio,-34.59219765223914,-58.430676259633245
9298,9 de Julio,Constitucion,2026-05-24 07:04:43.114330,784,59.41,Medio,-34.62762579135277,-58.384366331071256
9817,25 de Mayo,Puerto Madero,2026-05-24 07:06:43.114330,258,66.18,Bajo,-34.614427044932455,-58.363960970178844
3230,9 de Julio,Retiro,2026-05-24 07:08:43.114330,590,56.53,Medio,-34.59280407345512,-58.37061451054683
5485,Santa Fe,Belgrano,2026-05-24 07:10:43.114330,74,54.18,Bajo,-34.56524555386169,-58.45349589696759
2962,Corrientes,Recoleta,2026-05-24 07:12:43.114330,835,51.77,Medio,-34.59291099780817,-58.394671894538114
8265,Libertador,Palermo,2026-05-24 07:14:43.114330,1365,61.56,Alto,-34.58898586785928,-58.42790883496592
8149,Paseo Colon,Constitucion,2026-05-24 07:16:43.114330,1373,12.37,Alto,-34.62364088871276,-58.38223132929729
1456,25 de Mayo,Retiro,2026-05-24 07:18:43.114330,62,10.88,Bajo,-34.59158570914099,-58.37034145298135
8003,Juan B. Justo,Puerto Madero,2026-05-24 07:20:43.114330,147,67.3,Bajo,-34.616670640894306,-58.362982931076715
7431,Libertador,Retiro,2026-05-24 07:22:43.114330,1253,18.57,Alto,-34.59530388047418,-58.379107077009444
2525,Juan B. Justo,Almagro,2026-05-24 07:24:43.114330,673,13.56,Medio,-34.61297065801387,-58.41862880543162
7729,Paseo Colon,Recoleta,2026-05-24 07:26:43.114330,1080,20.16,Alto,-34.589583539869295,-58.39728139455832
3428,Paseo Colon,Belgrano,2026-05-24 07:28:43.114330,1325,62.6,Alto,-34.56405839724378,-58.456078137449595
5235,Juan B. Justo,Flores,2026-05-24 07:30:43.114330,1366,15.64,Alto,-34.630354721439225,-58.45912824523643
4846,Libertador,Flores,2026-05-24 07:32:43.114330,1449,24.56,Alto,-34.6272619054241,-58.46170760082645
1506,Paseo Colon,Belgrano,2026-05-24 07:34:43.114330,772,41.93,Medio,-34.560940187285546,-58.46111360117959
2307,Rivadavia,Caballito,2026-05-24 07:36:43.114330,1107,27.81,Alto,-34.622738258805526,-58.442300738038334
3840,Paseo Colon,Palermo,2026-05-24 07:38:43.114330,731,29.61,Medio,-34.58797247800829,-58.42688012366502
3383,9 de Julio,Gral. San Martín,2026-05-24 07:40:43.114330,237,24.36,Bajo,34.3395145337853,58.326580139138315
9059,25 de Mayo,Constitucion,2026-05-24 07:42:43.114330,1122,56.0,Alto,-34.623371586417605,-58.3820252376017
1143,Belgrano,Almagro,2026-05-24 07:44:43.114330,850,32.7,Medio,-34.60874830342455,-58.42334579971961
7010,Juan B. Justo,Recoleta,2026-05-24 07:46:43.114330,1123,52.01,Alto,-34.58689871492613,-58.39481367714073
7435,Callao,Gral. San Martín,2026-05-24 07:48:43.114330,1418,64.84,Alto,34.34162613181999,58.32541653919562
8344,Corrientes,Recoleta,2026-05-24 07:50:43.114330,1347,16.09,Alto,-34.58960017050752,-58.3924787200028
6403,Rivadavia,Belgrano,2026-05-24 07:52:43.114330,190,25.75,Bajo,-34.5654915470538,-58.45210422620456
6896,Rivadavia,Microcentro,2026-05-24 07:54:43.114330,267,64.33,Bajo,-34.60672492974518,-58.37784367331323
7958,25 de Mayo,Palermo,2026-05-24 07:56:43.114330,246,35.1,Bajo,-34.590915709378145,-58.43211986448995
7162,Santa Fe,Retiro,2026-05-24 07:58:43.114330,1436,54.44,Alto,-34.59178870299876,-58.37251573672603
1695,Libertador,Caballito,2026-05-24 08:00:43.114330,450,16.24,Medio,-34.61623173082348,-58.4440395974373
4734,25 de Mayo,Retiro,2026-05-24 08:02:43.114330,1343,44.72,Alto,-34.59637551944073,-58.371547033525395
5478,Libertador,Puerto Madero,2026-05-24 08:04:43.114330,236,43.3,Bajo,-34.61613973901132,-58.362752921671294
6206,Cabildo,Almagro,2026-05-24 08:06:43.114330,657,15.22,Medio,-34.614571986308064,-58.41926940816255
1314,25 de Mayo,Flores,2026-05-24 08:08:43.114330,688,52.3,Medio,-34.630463482866645,-58.45548224846816
3478,Rivadavia,Retiro,2026-05-24 08:10:43.114330,1021,34.49,Alto,-34.59640509531163,-58.37413591818019
2437,Juan B. Justo,Constitucion,2026-05-24 08:12:43.114330,383,22.37,Bajo,-34.62844625066979,-58.38589712930916
8249,Callao,Gral. San Martín,2026-05-24 08:14:43.114330,1465,14.55,Alto,34.33895317052208,58.31673663768186
2663,Rivadavia,Constitucion,2026-05-24 08:16:43.114330,1244,10.32,Alto,-34.62553068432074,-58.38023105849315
2235,Santa Fe,Retiro,2026-05-24 08:18:43.114330,261,49.27,Bajo,-34.595808932207575,-58.37900000790753
2161,Rivadavia,Gral. San Martín,2026-05-24 08:20:43.114330,1149,59.8,Alto,34.34116003727096,58.32250167184009
4222,Santa Fe,Gral. San Martín,2026-05-24 08:22:43.114330,1416,41.54,Alto,34.339744376422665,58.32346535868029
5243,Corrientes,Microcentro,2026-05-24 08:24:43.114330,65,11.39,Bajo,-34.60322753224533,-58.38523828205504
2803,Corrientes,Caballito,2026-05-24 08:26:43.114330,453,51.92,Medio,-34.62357947299682,-58.43986207667468
4266,Santa Fe,Microcentro,2026-05-24 08:28:43.114330,1084,32.4,Alto,-34.599262455186356,-58.379620335847044
3799,25 de Mayo,Constitucion,2026-05-24 08:30:43.114330,172,25.58,Bajo,-34.6253980885232,-58.37739509041862
3777,Cabildo,Palermo,2026-05-24 08:32:43.114330,433,48.39,Medio,-34.589507526637014,-58.425685741147724
7094,Belgrano,Gral. San Martín,2026-05-24 08:34:43.114330,726,24.59,Medio,34.3445259489349,58.325533159741205
6452,9 de Julio,Recoleta,2026-05-24 08:36:43.114330,1464,50.56,Alto,-34.58657438969382,-58.39601292329174
4067,Juan B. Justo,Almagro,2026-05-24 08:38:43.114330,1250,41.16,Alto,-34.611749268528285,-58.416059175994704
7059,Rivadavia,Almagro,2026-05-24 08:40:43.114330,1072,27.68,Alto,-34.610481535250806,-58.420292234034996
7043,Callao,Belgrano,2026-05-24 08:42:43.114330,802,12.97,Medio,-34.56603540985128,-58.45380477243351
9932,Corrientes,Flores,2026-05-24 08:44:43.114330,206,27.68,Bajo,-34.63014649305123,-58.461845793057726
9171,Rivadavia,Puerto Madero,2026-05-24 08:46:43.114330,1215,28.94,Alto,-34.61266668232574,-58.362810072327775
5266,25 de Mayo,Puerto Madero,2026-05-24 08:48:43.114330,721,24.88,Medio,-34.616724234711455,-58.36529965335921
1306,9 de Julio,Caballito,2026-05-24 08:50:43.114330,1157,58.22,Alto,-34.61921761908234,-58.4390524107507
7932,Belgrano,Microcentro,2026-05-24 08:52:43.114330,69,37.13,Bajo,-34.605880032090326,-58.37785395357926
3261,Rivadavia,Palermo,2026-05-24 08:54:43.114330,569,53.98,Medio,-34.583454570804136,-58.43399569076975
9769,Corrientes,Gral. San Martín,2026-05-24 08:56:43.114330,1017,11.43,Alto,34.34348789890711,58.324915103717615
4643,Paseo Colon,Belgrano,2026-05-24 08:58:43.114330,204,67.99,Bajo,-34.55846527749902,-58.453857168236404
4961,Libertador,Gral. San Martín,2026-05-24 09:00:43.114330,84,46.14,Bajo,34.346852669355435,58.31789777507736
3575,Belgrano,Almagro,2026-05-24 09:02:43.114330,193,14.63,Bajo,-34.610969943263854,-58.42357204668316
4190,25 de Mayo,Almagro,2026-05-24 09:04:43.114330,358,64.52,Bajo,-34.60919476311833,-58.42181670204894
5206,Cabildo,Almagro,2026-05-24 09:06:43.114330,1301,48.62,Alto,-34.61208763350548,-58.42363135029879
8377,25 de Mayo,Caballito,2026-05-24 09:08:43.114330,889,35.34,Medio,-34.61919646597797,-58.446699421229916
8586,Belgrano,Almagro,2026-05-24 09:10:43.114330,1013,66.41,Alto,-34.60510960662629,-58.42200888789831
4457,Paseo Colon,Almagro,2026-05-24 09:12:43.114330,527,25.62,Medio,-34.614771051974344,-58.420981154481204
7802,25 de Mayo,Palermo,2026-05-24 09:14:43.114330,450,42.91,Medio,-34.58760677751049,-58.431167162021964
4101,Paseo Colon,Recoleta,2026-05-24 09:16:43.114330,1061,54.45,Alto,-34.58626892838299,-58.3943295673423
9904,Belgrano,Microcentro,2026-05-24 09:18:43.114330,107,44.13,Bajo,-34.605498242171464,-58.379589350527546
3716,Santa Fe,Microcentro,2026-05-24 09:20:43.114330,1163,10.83,Alto,-34.60734113655968,-58.377374910078046
7373,Paseo Colon,Puerto Madero,2026-05-24 09:22:43.114330,472,41.86,Medio,-34.611070627371014,-58.36299696583808
6563,25 de Mayo,Almagro,2026-05-24 09:24:43.114330,206,42.41,Bajo,-34.606433368140465,-58.41813730988555
2743,Callao,Caballito,2026-05-24 09:26:43.114330,994,59.46,Alto,-34.61364501987432,-58.43885134231238
7577,Libertador,Puerto Madero,2026-05-24 09:28:43.114330,1379,60.23,Alto,-34.61305302010674,-58.360198206276
8997,Santa Fe,Belgrano,2026-05-24 09:30:43.114330,1409,54.45,Alto,-34.55809109337461,-58.45284759079589
5475,25 de Mayo,Puerto Madero,2026-05-24 09:32:43.114330,90,41.85,Bajo,-34.60896196851783,-58.358688282204156
4518,Corrientes,Microcentro,2026-05-24 09:34:43.114330,1408,11.54,Alto,-34.60502409724061,-58.378002371588515
